year,naics_name,avg_wage,avg_wage_moe
2016,Broadcasting (except internet),86039.3,6729.37
2016,Insurance carriers & related activities,94034.6,4691.1
2016,Real estate,80127.9,11045.1
2016,Waste management & remediation services,46462.9,24662.6
2016,Hospitals,81369.4,5569.53
2016,"Performing arts, spectator sports & related industries",81874.2,28253.2
2016,"Museums, art galleries, historical sites, & similar institutions",39772.2,14316.3
2016,Private households,15504,10033.1
2016,Administration of human resource programs,76014.6,8748.58
2016,Logging,24887.4,4.64E-12
2016,Coal mining,72546.3,0
2016,Metal ore mining,66081.4,14555.2
2016,Nonmetallic mineral mining & quarrying,83620.9,38751.7
2016,Sugar & confectionery products,85192.3,20744.1
2016,Fruit & vegetable preserving & specialty food manufacturing,65444.5,22228.1
2016,Animal slaughtering & processing,118351,38541.1
2016,Beverage manufacturing,91917.3,41693.2
2016,Tobacco manufacturing,86218.6,13144.7
2016,Cut & sew apparel manufacturing,94240.4,27454.9
2016,Footwear manufacturing,123889,73784.5
2016,Sawmills & wood preservation,81821.7,41269
2016,"Veneer, plywood, & engineered wood products ",66220.6,16645.9
2016,"Pulp, paper, & paperboard mills ",124446,35346.7
2016,Printing & related support activities,86640.3,16583.9
2016,"Resin, synthetic rubber, & fibers & filaments manufacturing   ",51341,14686.2
2016,Agricultural chemical manufacturing,27013.8,32893.2
2016,Pharmaceutical & medicine manufacturing,111128,14141.7
2016,"Paint, coating, & adhesive manufacturing ",128976,33123.2
2016,"Soap, cleaning compound, & cosmetics manufacturing ",131760,50919.9
2016,Plastics product manufacturing,62620,15700.2
2016,Glass & glass product manufacturing,50134.2,26758
2016,Miscellaneous nonmetallic mineral product manufacturing,93688,20774.2
2016,Aluminum production & processing,126711,113397
2016,Nonferrous metal (except aluminum) production & processing,78490.1,40932.3
2016,Foundries,75573.8,36731.5
2016,"Machine shops; turned product; screw, nut & bolt manufacturing  ",58403.8,28807.3
2016,"Coating, engraving, heat treating & allied activities ",62380.2,10330.9
2016,Commercial & service industry machinery manufacturing,142342,28906
2016,Metalworking machinery manufacturing,66185.6,20077
2016,"Engine, turbine, & power transmission equipment manufacturing ",76358.3,54089.6
2016,Computer & peripheral equipment manufacturing,127775,19660.8
2016,"Navigational, measuring, electromedical, & control instruments manufacturing",122243,20109.5
2016,Household appliance manufacturing,92175.4,11626.8
2016,Railroad rolling stock manufacturing,87540.6,25869.8
2016,Ship & boat building,63803.7,24314.5
2016,Other transportation equipment manufacturing,84527.6,32235.4
2016,Medical equipment & supplies manufacturing,126879,18435.2
2016,Motor vehicle & motor vehicle parts & supplies merchant wholesalers,101203,28828.5
2016,Furniture & home furnishing merchant wholesalers,70161.8,42053.5
2016,Lumber & other construction materials merchant wholesalers,73012.6,26680.2
2016,Professional & commercial equipment & supplies merchant wholesalers,106857,13466.4
2016,Metals & minerals (except petroleum) merchant wholesalers,89333.2,8733.67
2016,Household appliances & electrical & electronic goods merchant wholesalers,126224,23554.2
2016,"Hardware, & plumbing & heating equipment, & supplies merchant wholesalers",74411.5,19352.9
2016,"Machinery, equipment, & supplies merchant wholesalers     ",125704,48315.4
2016,Paper & paper products merchant wholesalers,83832.9,28070.8
2016,"Apparel, piece goods, & notions merchant wholesalers",92521.9,32295
2016,Grocery & related product merchant wholesalers,65235.6,9685.33
2016,Farm product raw material merchant wholesalers,82564.6,36092
2016,Petroleum & petroleum products merchant wholesalers,81172.6,26501.2
2016,Alcoholic beverages merchant wholesalers,83097.2,26840.7
2016,Wholesale electronic markets & agents & brokers,52651.3,14679.2
2016,Car Dealers,69328.8,12025.6
2016,Other motor vehicle dealers,50913.6,19679.1
2016,"Automotive parts, accessories, & tire stores  ",73894.5,26144
2016,Lawn & garden equipment & supplies stores,85892.9,33826.5
2016,Grocery Stores,48068.4,8319.89
2016,Specialty food stores,38929.4,13364
2016,"Beer, wine, & liquor stores ",53708,30381.4
2016,Clothing stores,82910.3,21040.3
2016,"Jewelry, luggage, & leather goods stores ",50699.5,17534.7
2016,Miscellaneous general merchandise stores,50674.1,21804.1
2016,Retail florists,15113.8,6.62E-12
2016,Used merchandise stores,70231,35312.8
2016,Miscellaneous retail stores,62122.4,21970.4
2016,Vending machine operators,19345.7,3.54E-12
2016,Taxi & limousine service,43073.9,19759.5
2016,Software publishing,134388,18157.9
2016,Motion pictures & video industries,82038.6,10388.1
2016,Sound recording industries,63452,46068.6
2016,Wired telecommunications carriers,95049.7,6358.41
2016,"Data processing, hosting & related services",104343,10006.9
2016,Automotive equipment rental & leasing,57723.8,35818.7
2016,Legal services,129856,23837.2
2016,"Accounting, tax preparation, bookkeeping & payroll services",100144,19222.7
2016,"Architectural, engineering & related services",100018,7740.91
2016,Specialized design services,71989.4,15604.4
2016,Computer Systems Design,107482,2127.27
2016,"Management, scientific & technical consulting services",102562,4980.59
2016,Scientific research & development services,110034,12007.5
2016,"Advertising, public relations & related services",93061.9,7959.55
2016,Employment services,58832,8120.79
2016,Business support services,69677.8,10526
2016,Travel arrangements & reservation services,95459.6,21483.6
2016,Investigation & security services,72696.6,16395.1
2016,Elementary & secondary schools,54970.7,2658.76
2016,Offices of physicians,107608,23623.5
2016,Offices of dentists,97590.2,59493.5
2016,Outpatient care centers,66213.2,11459.1
2016,Home health care services,55466.1,14332.8
2016,Nursing Care Facilities,48783.8,10516.2
2016,Individual & family services,46806,5980.84
2016,"Community food & housing, & emergency services ",45654.5,16477.5
2016,Vocational rehabilitation services,34259.5,10799.7
2016,Child day care services,26464,7082.63
2016,Traveler accommodation,57047.8,11926.5
2016,"Drinking places, alcoholic beverages ",35740.5,13062.8
2016,Electronic & precision equipment repair and maintenance,62411.4,9956.79
2016,Commercial & industrial machinery & equipment repair & maintenance,51231.5,26316.5
2016,Personal & household goods repair & maintenance,19771.5,9431.42
2016,"Funeral homes, & cemeteries & crematories ",165376,116916
2016,Drycleaning & laundry services,24865.7,7600.07
2016,Other personal services,48014.8,17099.4
2016,Religious organizations,47369.8,7085.74
2016,Sewage treatment facilities,36057.8,33500.4
2016,Carpet & rug mills,75569.1,5.35E-12
2016,Paperboard container manufacturing,46044.9,7242.77
2016,Petroleum refining,126298,35059.5
2016,Tire manufacturing,79456.9,22579.9
2016,"Pottery, ceramics, & plumbing fixture manufacturing  ",84680.3,33376.4
2016,Agricultural implement manufacturing,120766,88119.8
2016,Recyclable material merchant wholesalers,40087.5,19753.5
2016,Hardware stores,72161.8,29868.1
2016,Pharmacies & drug stores,77725.5,12225.3
2016,Shoe stores,43138.5,11621.4
2016,"Sewing, needlework, & piece goods stores ",12091.1,2.22E-12
2016,Musical instrument & supplies stores,71241.9,37524.4
2016,Book stores & news dealers,59971.9,20238.6
2016,Department stores & discount stores,64152.4,11589.3
2016,Office supplies & stationery stores,52532,25097.8
2016,"Gift, novelty, & souvenir shops",23658.3,11698.3
2016,Other direct selling establishments,97385.3,51729.8
2016,Newspaper publishers,53926.5,12569.6
2016,Libraries & archives,36692,9547.19
2016,"Internet publishing, broadcasting & web search portals",188398,18678.3
2016,Video tape & disk rental,172398,83806.3
2016,Veterinary services,54107.8,34449.3
2016,Landscaping services,55266.8,14169.2
2016,Offices of chiropractors,98600.4,46262.1
2016,Offices of optometrists,75193.4,24126.5
2016,Labor unions,43024,6.56E-12
2016,Public finance activities,78721.3,17748
2016,Other general government & support,83297.2,16309.5
2016,Retail bakeries,35265.6,9.27E-12
2016,Clay building material & refractories manufacturing,67508.4,0
2016,Household appliance stores,67959.3,21655.9
2016,Electronics stores,106782,15929.4
2016,Electronic shopping,113837,11042.5
2016,Electronic auctions,161569,31305.2
2016,Mail-order houses,88851,18485.7
2016,Fuel dealers,50379.4,2.50E-11
2016,Car washes,48990.3,22646.8
2016,Barber shops,10075.9,1.34E-12
2016,Beauty salons,47524.8,39374.7
2016,Forestry except logging,30227.6,1.47E-11
2016,"Electric power generation, transmission & distribution",101543,9219.88
2016,Natural gas distribution,93274.2,15307.9
2016,"Water, steam, air-conditioning, & irrigation systems",78639.5,27417.2
2016,"Electric & gas, and other combinations",105214,9610.57
2016,Not specified utilities,63025.7,15425.7
2016,"Bakeries & tortilla manufacturing, except retail bakeries",67781.6,24649.1
2016,"Animal food, grain & oilseed milling",81435,34774.2
2016,"Seafood & other miscellaneous foods, n.e.c. ",97242.5,43133.1
2016,"Not specified food industries, manufacturing",90104.3,30053.7
2016,"Fabric mills, except knitting mills",122979,55931.8
2016,"Textile product mills, except carpets & rugs ",103165,31349.4
2016,"Knitting fabric mills, & apparel knitting mills ",43518.8,36113.7
2016,Prefabricated wood buildings & mobile homes,120911,2.57E-11
2016,Miscellaneous wood products,65283.1,12623.4
2016,Miscellaneous paper & pulp products,127564,52331.2
2016,Miscellaneous petroleum & coal products,95517.1,25955.3
2016,Industrial & miscellaneous chemicals,102200,23784.3
2016,"Rubber products, except tires, manufacturing ",90812.4,10494.8
2016,"Cement, concrete, lime, & gypsum product manufacturing ",61683.1,28213.1
2016,Iron & steel mills & steel product manufacturing,82156.9,22139.8
2016,Ordnance,48401,17970.7
2016,"Structural metals, & boiler, tank, & shipping container manufacturing ",84288.9,19285.5
2016,Miscellaneous fabricated metal products manufacturing,71579.1,11440.5
2016,"Construction, & mining & oil & gas field machinery manufacturing ",90630.8,16492.5
2016,"Machinery manufacturing, n.e.c. or not specified",80440.8,8107.21
2016,"Communications, & audio & video equipment manufacturing",139478,21774.2
2016,"Electronic component & product manufacturing, n.e.c. ",129625,8896.93
2016,"Electric lighting & electrical equipment manufacturing, & other electrical component manufacturing, n.e.c.",88684.8,12125.7
2016,Aircraft & parts manufacturing,102724,7384.65
2016,Aerospace products & parts manufacturing,101270,11205.8
2016,Motor vehicles & motor vehicle equipment manufacturing,85275.4,7952.64
2016,"Sporting & athletic goods, & doll, toy & game manufacturing  ",122161,51903.8
2016,"Miscellaneous manufacturing, n.e.c.  ",84767.4,20521
2016,Not specified metal industries,70531.2,0
2016,Not specified manufacturing industries,75361.4,12551.5
2016,Miscellaneous durable goods merchant wholesalers,77386.9,22939.7
2016,Miscellaneous nondurable goods merchant wholesalers,97333.7,50494.8
2016,"Drugs, sundries, & chemical & allied products merchant  wholesalers ",93024.5,12371
2016,Not specified wholesale trade,88695.2,40354.1
2016,Building material & supplies dealers,60574,24716.7
2016,"Health & personal care, except drug, stores ",63106.1,37275.8
2016,"Sporting goods, and hobby & toy stores ",79373.3,30563.1
2016,Bus service & urban transit,57481.6,18768.8
2016,Not specified retail trade,51704.8,13337.8
2016,"Periodical, book, & directory publishers",87375.7,11801.7
2016,"Telecommunications, except wired telecommunications carriers ",103759,12578.6
2016,"Other information services, except libraries & archives, & internet publishing & broadcasting & web search portals",172345,47619.4
2016,"Savings institutions, including credit unions ",79719.7,10524.1
2016,Nondepository credit & related activities,103098,8322.6
2016,Banking & related activities,102045,5264.28
2016,"Securities, commodities, funds, trusts & other financial investments",132497,10700.4
2016,Other consumer goods rental,97843.3,58282.5
2016,"Commercial, industrial & other intangible assets rental & leasing",136567,43034.6
2016,"Other professional, scientific & technical services ",85356.5,12914.8
2016,Services to buildings & dwellings (except cleaning during construction & immediately after construction),40519.5,12870.5
2016,Other administrative & other support services,98039.2,23640.3
2016,"Colleges, universities & professional schools, including junior colleges",62037.1,3802.49
2016,"Business, technical & trade schools and training",61747,21651.6
2016,Other schools & instruction and educational support services,69761.1,9580.45
2016,Offices of other health practitioners,26712.3,19781.5
2016,Other health care services,91705.5,10725.4
2016,"Residential care facilities, except skilled nursing facilities",38957.5,12097.5
2016,Amusement & Recreation,63338.4,10642.8
2016,Recreational vehicle parks & camps and rooming & boarding houses,23547.5,9056.25
2016,Restaurants & Food Services,43184.2,5599.23
2016,Automotive repair & maintenance,48706.6,14075.9
2016,Nail salons & other personal care services,38310.3,24596.1
2016,"Business, professional, political, & similar organizations",91921.4,25972.8
2016,"Civic, social, advocacy organizations, & grantmaking & giving services",75532,8097.88
2016,Executive offices & legislative bodies,75266.2,3658.6
2016,U. S. Army,61954.8,8810.62
2016,U. S. Air Force,66964.1,8347.08
2016,U. S. Navy,59515.1,14789.7
2016,U. S. Marines,73010.9,18455
2016,U. S Coast Guard,145093,1.07E-11
2016,U. S. Armed Forces: Branch Not Specified,80737,18867.7
2016,Military Reserves or National Guard,75569.1,1.20E-11
2016,National security & international affairs,91368,4235.09
2016,Administration of environmental quality & housing programs,78058.6,18916.4
2016,Administration of economic programs & space research,85843.7,8062.08
2016,"Justice, public order, & safety activities ",67410.2,5641.28
