year,soc_name,avg_wage,avg_wage_error
2015,Miscellaneous personal appearance workers,25917.3,6954.4
2015,"Baggage porters, bellhops, & concierges",47059.4,5.35E-12
2015,Tour & travel guides,18531.7,4430.74
2015,Childcare workers,17723.4,6867.73
2015,Personal care aides,19064.2,6741.96
2015,Recreation & fitness workers,37456.9,13937.5
2015,Residential advisors,24433.5,12950.2
2015,"Personal care & service workers, all other ",3003.79,2.37E-13
2015,Firstline supervisors of retail sales workers,74023.3,11409.1
2015,Firstline supervisors of nonretail sales workers,117529,12126.5
2015,Cashiers,18831.1,4989.69
2015,Counter & rental clerks,19626.7,2992.02
2015,Parts salespersons,19024,0
2015,Retail salespersons,56292.7,15714.5
2015,Advertising sales agents,102590,26249.5
2015,Insurance sales agents,70225.1,13926.1
2015,"Securities, commodities, & financial services sales agents",217228,91977.2
2015,Travel agents,7604.47,5367.21
2015,"Sales representatives, services, all other",129032,20972.5
2015,"Sales representatives, wholesale & manufacturing",101211,15314.7
2015,"Models, demonstrators, & product promoters",60717.9,23219
2015,Real estate brokers & sales agents,75364.8,19565.4
2015,Sales engineers,125817,9761.2
2015,Telemarketers,18729.2,14531.4
2015,"Doortodoor sales workers, news & street vendors, & related workers",68086,0
2015,Other Sales Workers,140042,62104.7
2015,Firstline supervisors of office & administrative support workers,72953.7,8492.34
2015,"Switchboard operators, including answering service",24562,16465.2
2015,"Communications equipment operators, all other",67084.7,0
2015,Bill & account collectors,34191.6,7900.41
2015,Billing & posting clerks,54041.7,26440.1
2015,"Bookkeeping, accounting, & auditing clerks",36305,8846.64
2015,Payroll & timekeeping clerks,66571.8,32062.6
2015,Procurement clerks,35044.2,0
2015,Tellers,27202.3,5876.08
2015,Other financial clerks,94291.9,31667.5
2015,"Court, municipal, & license clerks",66278.2,10178.7
2015,"Credit authorizers, checkers, & clerks",25010.1,24271.5
2015,Customer service representatives,49580.7,6709.67
2015,"Eligibility interviewers, government programs",37346.2,13119.1
2015,File clerks,51701.7,22868.3
2015,"Hotel, motel, & resort desk clerks",19589.3,12144.4
2015,"Interviewers, except eligibility & loan",52402,14773.6
2015,"Library assistants, clerical",22061.1,5291.31
2015,Loan interviewers & clerks,60260.5,14132.8
2015,New accounts clerks,45056.9,5.35E-12
2015,Receptionists & information clerks,38921.5,7230.57
2015,Reservation & transportation ticket agents & travel clerks,33682.7,12542.2
2015,"Information & record clerks, all other",90740.4,29238.7
2015,Cargo & freight agents,8010.11,1.42E-12
2015,Couriers & messengers,72630.6,48149.3
2015,Dispatchers,58494.1,18860.7
2015,"Meter readers, utilities",52291.3,25493
2015,Postal service clerks,43117.6,10075.9
2015,Postal service mail carriers,47807.5,7918.99
2015,"Postal service mail sorters, processors, & processing machine operators",50573.3,2458.35
2015,"Production, planning, & expediting clerks",39893.1,8187.42
2015,"Shipping, receiving, & traffic clerks",24724.8,4922.26
2015,Stock clerks & order fillers,24512.2,5770.86
2015,"Weighers, measurers, checkers, & samplers, recordkeeping",29490.5,12373.9
2015,Secretaries & administrative assistants,38336.5,4875.59
2015,Computer operators,62364.9,12583.3
2015,Data entry keyers,41409,7762.04
2015,Word processors & typists,34034.8,14869.9
2015,Insurance claims & policy processing clerks,55111.2,39081.2
2015,"Mail clerks & mail machine operators, except postal service",58887.7,30679.5
2015,"Office clerks, general",33622.1,8531.89
2015,"Office machine operators, except computer",32040.4,5.68E-12
2015,Statistical assistants,84403,35271.1
2015,"Firstline supervisors of farming, fishing, & forestry workers",8010.11,3.40E-12
2015,"Graders & sorters, agricultural products",12015.2,1.77E-12
2015,Logging workers,29036.7,5.18E-12
2015,Firstline supervisors of construction trades & extraction workers,90673.4,14364.1
2015,Carpenters,37373.6,18637.8
2015,Construction laborers,28182.5,12841.1
2015,"Drywall installers, ceiling tile installers, & tapers",24531,3.78E-12
2015,Electricians,68913.7,33781.9
2015,Insulation workers,92116.3,1.20E-11
2015,Painters & paperhangers,26387.8,16826
2015,"Pipelayers, plumbers, pipefitters, & steamfitters",42631.7,34849.6
2015,Roofers,49327.4,50916.4
2015,Sheet metal workers,40050.6,2.33E-11
2015,Construction & building inspectors,36423.3,28460
2015,Elevator installers & repairers,89112.5,1.31E-11
2015,"Explosives workers, ordnance handling experts, & blasters",97085.7,12065.6
2015,Mining machine operators,69087.2,0
2015,"Firstline supervisors of mechanics, installers, & repairers",88150.2,30806.3
2015,"Computer, automated teller, & office machine repairers",52142.5,7486.7
2015,Radio & telecommunications equipment installers & repairers,52075.1,10537.7
2015,Avionics technicians,49061.9,0
2015,"Electric motor, power tool, & related repairers",50063.2,7.08E-12
2015,Electronic home entertainment equipment installers & repairers,43311.4,3023.59
2015,Security & fire alarm systems installers,54578.2,11094
2015,Aircraft mechanics & service technicians,43551.7,24057.2
2015,Automotive body & related repairers,75094.8,7.57E-12
2015,Automotive service technicians & mechanics,35542.4,6540.53
2015,Bus & truck mechanics & diesel engine specialists,51997.4,9533.99
2015,Heavy vehicle & mobile equipment service technicians & mechanics,50510,19781
2015,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers",61100.7,34840.6
2015,"Heating, air conditioning, & refrigeration mechanics & installers",24911,14433.1
2015,Home appliance repairers,50063.2,2.29E-11
2015,"Maintenance workers, machinery",62078.4,3.03E-11
2015,Electrical powerline installers & repairers,48692.1,16364.6
2015,Telecommunications line installers & repairers,52271.6,12379.6
2015,Precision instrument & equipment repairers,15019,2.59E-12
2015,"Maintenance & repair workers, general",48116,6850.1
2015,"Coin, vending, & amusement machine servicers & repairers",36144.2,15033.7
2015,Riggers,48060.7,8.46E-12
2015,Firstline supervisors of production & operating workers,89234.2,16971.7
2015,"Electrical, electronics, & electromechanical assemblers",118169,93171.2
2015,Miscellaneous assemblers & fabricators,40140.7,12939.9
2015,Bakers,24460.7,9882.36
2015,"Butchers & other meat, poultry, & fish processing workers",25921.6,2563.94
2015,Food batchmakers,25270,21534.2
2015,"Food processing workers, all other",48346.5,12291.3
2015,Computer control programmers & operators,99696.7,38485.1
2015,"Machine tool cutting setters, operators, & tenders, metal & plastic",40050.6,3.78E-12
2015,Machinists,55090.1,9546.9
2015,"Welding, soldering, & brazing workers",39032.9,6708.62
2015,Printing press operators,26601.9,4608.17
2015,Laundry & drycleaning workers,4806.07,4.73E-13
2015,"Tailors, dressmakers, & sewers",30037.9,4.44E-12
2015,Cabinetmakers & bench carpenters,24416.3,17453.6
2015,Furniture finishers,40050.6,4.64E-12
2015,"Power plant operators, distributors, & dispatchers",77764.8,28713.8
2015,Stationary engineers & boiler operators,81469.2,16214.4
2015,Water & wastewater treatment plant & system operators,65082.2,9.65E-12
2015,Miscellaneous plant & system operators,85275.3,29552.6
2015,"Chemical processing machine setters, operators, & tenders",61350,32178.5
2015,"Crushing, grinding, polishing, mixing, & blending workers",50063.2,5.35E-12
2015,Cutting workers,27204.9,2708.76
2015,"Extruding, forming, pressing, & compacting machine setters, operators, & tenders",15019,6.95E-12
2015,"Inspectors, testers, sorters, samplers, & weighers",68645.5,8346.1
2015,Jewelers & precious stone & metal workers,60075.8,1.07E-11
2015,"Medical, dental, & ophthalmic laboratory technicians",82504.2,26911.5
2015,Packaging & filling machine operators & tenders,18022.8,0
2015,Painting workers,41992.3,37692.8
2015,Photographic process workers & processing machine operators,69655.7,14242.5
2015,Helpersproduction workers,47059.4,8.88E-12
2015,Supervisors of transportation & material moving workers,62138.8,17807.1
2015,Aircraft pilots & flight engineers,129224,25682.4
2015,Air traffic controllers & airfield operations specialists,117651,48556.2
2015,Flight attendants,41547.9,20002.2
2015,Bus drivers,49521.5,19195.3
2015,Driver/sales workers & truck drivers,46798.7,9210.31
2015,Taxi drivers & chauffeurs,30302.1,8108.55
2015,"Motor vehicle operators, all other",55069.5,8.03E-12
2015,Locomotive engineers & operators,116147,2.68E-11
2015,Railroad conductors & yardmasters,40076.9,25025.3
2015,Ship & boat captains & operators,115145,4.73E-11
2015,Parking lot attendants,9011.38,0
2015,Automotive & watercraft service attendants-,12015.2,2.01E-12
2015,Transportation inspectors,70088.5,0
2015,"Transportation attendants, except flight attendants",30037.9,5.01E-12
2015,Crane & tower operators,74388.8,15284
2015,Industrial truck & tractor operators,45657.3,14996.9
2015,Cleaners of vehicles & equipment,26569.2,16281.7
2015,"Laborers & freight, stock, & material movers, hand",28986.2,8939.61
2015,"Packers & packagers, hand",23405.1,15537.9
2015,Military officer special & tactical operations leaders,86239.9,13848.1
2015,Firstline enlisted military supervisors,70410.8,14224.2
2015,Military enlisted tactical operations & air/weapons specialists & crew members,59070,15836.4
2015,"Military, rank not specified",58963.4,8347.81
2015,Chief executives & legislators,190687,19954.7
2015,Advertising & promotions managers,49385.3,26030.8
2015,Marketing & sales managers,122370,22390.9
2015,Public relations & fundraising managers,77905.3,38350.2
2015,Administrative services managers,69543.1,19036.7
2015,Computer & information systems managers,117913,3889.61
2015,Financial managers,132758,18758
2015,Industrial production managers,100030,9789.28
2015,Purchasing managers,100570,29075.5
2015,"Transportation, storage, & distribution managers",76036.1,30155.2
2015,"Farmers, ranchers, & other agricultural managers",69146.5,29271.1
2015,Construction managers,61452.4,16502.6
2015,Education administrators,70293.4,9639.94
2015,Architectural & engineering managers,174847,16262.5
2015,Food service managers,60424.5,14711.8
2015,Lodging managers,77714.6,46128.1
2015,Medical & health services managers,113841,23787.9
2015,Natural sciences managers,113027,24264.5
2015,"Property, real estate, & community association managers",75194.4,15231.9
2015,Social & community service managers,68179.8,12777.1
2015,Miscellaneous managers,125483,4607.12
2015,"Software developers, applications & systems software",103011,2235.08
2015,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",126589,31687.4
2015,Biomedical & agricultural engineers,104332,14732.2
2015,"Petroleum, mining & geological engineers, including mining safety engineers",135171,0
2015,"Miscellaneous engineers, including nuclear engineers",116826,8405.09
2015,"Medical scientists, & life scientists, all other",64030.2,16413.3
2015,"Miscellaneous social scientists, including survey researchers & sociologists",82086.7,16200.1
2015,Chemical technicians,109138,5.22E-11
2015,"Geological & petroleum technicians, & nuclear technicians",58182.9,19059.1
2015,"Miscellaneous life, physical, & social science technicians, including social science research assistants",47338.7,21663.2
2015,"Miscellaneous community & social service specialists, including health educators & community health workers",67084.7,0
2015,"Lawyers, & judges, magistrates, & other judicial workers",130468,15912.7
2015,"Other education, training, & library workers",54175.1,13997.4
2015,"Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",37938.4,23877
2015,"Other therapists, including exercise physiologists",16242.5,10046.2
2015,Nurse practitioners & nurse midwives,102687,42880.7
2015,Miscellaneous law enforcement workers,62078.4,1.36E-11
2015,"Lifeguards & other recreational, & all other protective service workers",30964.6,16908.7
2015,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers",6193.99,5596.01
2015,Janitors & building cleaners,24823.7,5045.7
2015,Embalmers & funeral attendants,37046.8,0
2015,Correspondence clerks & order clerks,49457.6,26356.5
2015,"Miscellaneous office & administrative support workers, including desktop publishers",36382,5400.99
2015,"Miscellaneous agricultural workers, including animal breeders",10790.9,6086.27
2015,"Construction equipment operators except paving, surfacing, & tamping equipment operators",78314.6,12365.4
2015,"Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",52065.7,5.35E-12
2015,"Miscellaneous extraction workers, including roof bolters & helpers",62078.4,1.14E-11
2015,"Electrical & electronics repairers, transportation equipment, & industrial & utility",50063.2,3.78E-12
2015,Industrial & refractory machinery mechanics,60855.1,22182.5
2015,"Miscellaneous installation, maintenance, & repair workers, including wind turbine service technicians",59770.1,16936.2
2015,"Model makers, patternmakers, & molding machine setters, metal & plastic",37247,2.68E-12
2015,"Miscellaneous metal workers & plastic workers, including multiple machine tool setters",27007.1,1780.36
2015,"Miscellaneous textile, apparel, & furnishings workers except upholsterers",22027.8,3.54E-12
2015,"Miscellaneous production workers, including semiconductor processors",74099.6,38648.8
2015,"Sailors & marine oilers, & ship engineers",91115,1.20E-11
2015,"Miscellaneous transportation workers, including bridge & lock tenders & traffic technicians",56070.8,2.68E-11
2015,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",33342.1,0
2016,General & operations managers,98454.3,19275.5
2016,Human resources managers,112683,11210.2
2016,Training & development managers,116126,22891.2
2016,Emergency management directors,5037.94,3.35E-13
2016,"Agents & business managers of artists, performers, & athletes",72742.3,47963.1
2016,"Wholesale & retail buyers, except farm products",32001.7,17535.8
2016,"Purchasing agents, except wholesale, retail, & farm products",56322.3,13666.5
2016,"Claims adjusters, appraisers, examiners, & investigators",61252.5,8968.37
2016,Compliance officers,82074.6,15844
2016,Cost estimators,57676.7,16457.8
2016,Human resources workers,86557.5,13479.3
2016,Logisticians,59647.4,11089.3
2016,Management analysts,102752,6599.18
2016,"Meeting, convention, & event planners",47617.8,7909.59
2016,Fundraisers,55171.9,7506.96
2016,"Compensation, benefits, & job analysis specialists",73251,13393.6
2016,Training & development specialists,108648,28352.8
2016,Market research analysts & marketing specialists,103244,22491.3
2016,"Business operations specialists, all other",83163.8,11583.8
2016,Accountants & auditors,84142.6,12741.3
2016,Appraisers & assessors of real estate,73765.2,11940.5
2016,Budget analysts,75253.6,6949.05
2016,Credit analysts,99392.3,127889
2016,Financial analysts,98282.2,27526.5
2016,Personal financial advisors,123327,33309.3
2016,Insurance underwriters,68911,12154.8
2016,Financial examiners,239483,9243.46
2016,Credit counselors & loan officers,83867.7,22015.6
2016,"Tax examiners & collectors, & revenue agents",43976.2,12143.2
2016,Tax preparers,66994.2,52024.1
2016,Other financial specialists,130587,87745.6
2016,Computer & information research scientists,119497,24691.1
2016,Computer systems analysts,91137.5,5015.81
2016,Information security analysts,105699,8667.49
2016,Computer programmers,90741.5,3209.53
2016,Web developers,76313.1,8151.29
2016,Database administrators,99120.6,7500.48
2016,Network & computer systems administrators,80892.8,3092.36
2016,Computer network architects,109686,7754.88
2016,Computer support specialists,74449.9,3985.04
2016,Other Computer Occupations,84420.2,3783.8
2016,Actuaries,52542.6,15897.6
2016,Operations research analysts,87693.8,11802.8
2016,"Architects, except naval",109525,12371.7
2016,"Surveyors, cartographers, & photogrammetrists",54015.2,24691.8
2016,Aerospace engineers,122974,15315.5
2016,Chemical engineers,63174.1,10084.6
2016,Civil engineers,110983,45048.4
2016,Computer hardware engineers,100026,11666.1
2016,Electrical & electronics engineers,100399,13591.9
2016,Environmental engineers,125948,3.26E-11
2016,"Industrial engineers, including health & safety",91916.4,6941.66
2016,Marine engineers & naval architects,141062,0
2016,Materials engineers,77675.8,11659.6
2016,Mechanical engineers,92336.8,13610.3
2016,Drafters,104947,59665.7
2016,"Engineering technicians, except drafters",64719.6,10220.4
2016,Surveying & mapping technicians,34258,0
2016,Agricultural & food scientists,89848.5,120008
2016,Biological scientists,42916.8,24305.8
2016,Conservation scientists & foresters,63478,2.78E-11
2016,Atmospheric & space scientists,120911,2.27E-11
2016,Chemists & materials scientists,80607,5.35E-12
2016,Environmental scientists & geoscientists,86681.3,28826.3
2016,Other Physical Scientists,136331,37532.7
2016,Economists,172298,1.07E-11
2016,Psychologists,80908.8,30335.6
2016,Urban & regional planners,68516,0
2016,Agricultural & food science technicians,83629.8,5.35E-12
2016,Counselors,47432.4,9244.53
2016,Social workers,38411.2,10380.8
2016,Probation officers & correctional treatment specialists,59963.2,12704.7
2016,Social & human service assistants,63764.9,30313.4
2016,Clergy,48282.3,9208.6
2016,"Directors, religious activities & education",46652.4,11503.7
2016,"Religious workers, all other",28191.1,23362.9
2016,Paralegals & legal assistants,78160.7,24018.7
2016,Miscellaneous legal support workers,60748.9,15851.4
2016,Postsecondary teachers,66504.7,8110.72
2016,Preschool & kindergarten teachers,18115.1,5195.08
2016,Elementary & middle school teachers,49689.1,3389.36
2016,Secondary school teachers,51962.6,8110.92
2016,Special education teachers,46419.8,5988.41
2016,Other teachers & instructors,50574.1,9080.78
2016,"Archivists, curators, & museum technicians",69164.9,2446.56
2016,Librarians,44973.7,10170.5
2016,Library technicians,21691.8,20623.6
2016,Teacher assistants,14941.6,2997.61
2016,Artists & related workers,76968.9,20088.5
2016,Designers,80439.2,12077.5
2016,Actors,37457.7,4395.71
2016,Producers & directors,76387.5,14817.7
2016,"Athletes, coaches, umpires, & related workers",48365.7,24388.6
2016,Dancers & choreographers,35265.6,2.68E-12
2016,"Musicians, singers, & related workers",91543.4,145416
2016,"Entertainers & performers, sports & related workers, all other",146100,0
2016,Announcers,51311,27587.8
2016,"News analysts, reporters & correspondents",77932.4,41012.5
2016,Public relations specialists,108286,43802.8
2016,Editors,30697.2,15519
2016,Technical writers,83039.7,13750.7
2016,Writers & authors,79556.5,24145.3
2016,Miscellaneous media & communication workers,52621.6,17205.8
2016,Photographers,27093.7,14984.7
2016,"Television, video, & motion picture camera operators & editors",62367,15488.7
2016,Chiropractors,91923.5,61019.4
2016,Dentists,56546.4,49793.1
2016,Dietitians & nutritionists,42018.6,14268.4
2016,Optometrists,94791.2,3200.18
2016,Pharmacists,110428,20560
2016,Physicians & surgeons,196298,49427.4
2016,Physician assistants,116872,38155.8
2016,Occupational therapists,88539.6,22373.8
2016,Physical therapists,63364.9,9375.5
2016,Respiratory therapists,302276,0
2016,Speechlanguage pathologists,50495.2,22307.5
2016,Veterinarians,48144.5,48162.7
2016,Registered nurses,79703.1,26242.9
2016,"Health diagnosing & treating practitioners, all other",26380.9,4131.79
2016,Clinical laboratory technologists & technicians,75563.7,29970.7
2016,Dental hygienists,113601,53097.1
2016,Diagnostic related technologists & technicians,80616.2,20310.4
2016,Emergency medical technicians & paramedics,30875.7,10733.1
2016,Health practitioner support technologists & technicians,25655.3,5247.19
2016,Licensed practical & licensed vocational nurses,38805.7,6418.6
2016,Medical records & health information technicians,46607,20374.5
2016,"Opticians, dispensing",15113.8,2.84E-12
2016,Miscellaneous health technologists & technicians,59408.4,26477.7
2016,Other healthcare practitioners & technical Occupations,51825.8,25177.2
2016,"Nursing, psychiatric, & home health aides",31894,13402.1
2016,Occupational therapy assistants & aides,45106,4090.75
2016,Physical therapist assistants & aides,15113.8,2.99E-12
2016,Massage therapists,15763.3,7443.15
2016,Medical assistants,39305.8,19427.5
2016,Medical transcriptionists,37280.8,4.64E-12
2016,Veterinary assistants & laboratory animal caretakers,29220.1,5.52E-12
2016,Phlebotomists,25189.7,4.01E-12
2016,Firstline supervisors of correctional officers,62496,30768.9
2016,Firstline supervisors of police & detectives,54099.1,25172.1
2016,Firstline supervisors of fire fighting & prevention workers,67133,23824.6
2016,"Firstline supervisors of protective service workers, all other",82446.7,41408.4
2016,Firefighters,60709.6,15114.3
2016,"Bailiffs, correctional officers, & jailers",40825.6,10242.8
2016,Detectives & criminal investigators,99895.5,12513
2016,Police officers,63247.9,5537.68
2016,Animal control workers,26499.6,1.19E-11
2016,Private detectives & investigators,81888,23940.8
2016,Security guards & gaming surveillance officers,41845.6,7222.86
2016,Crossing guards,105797,1.93E-11
2016,Transportation security screeners,49268.9,16391.7
2016,Chefs & head cooks,36060.6,8554.4
2016,Firstline supervisors of food preparation & serving workers,31249.2,12160
2016,Cooks,18001.2,3536.36
2016,Food preparation workers,7679.42,4070.51
2016,Bartenders,25194.6,5516.21
2016,"Combined food preparation & serving workers, including fast food",2867.41,1954.62
2016,"Counter attendants, cafeteria, food concession, & coffee shop",5205.02,2832.45
2016,Waiters & waitresses,24492.2,5311.92
2016,"Food servers, nonrestaurant",12091.1,6.20E-12
2016,Dishwashers,5944.77,1.06E-12
2016,"Hosts & hostesses, restaurant, lounge, & coffee shop",166252,1.07E-11
2016,Firstline supervisors of housekeeping & janitorial workers,39667.8,19277.6
2016,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers",36654.8,11630.9
2016,Maids & housekeeping cleaners,17243.5,6708.79
2016,Pest control workers,54131.3,1488.69
2016,Grounds maintenance workers,86839.6,67863
2016,Firstline supervisors of gaming workers,43388.7,2260.09
2016,Firstline supervisors of personal service workers,25248.1,11310.2
2016,Animal trainers,2015.18,2.77E-13
2016,Nonfarm animal caretakers,62183.1,65265.7
2016,Gaming services workers,38587.3,16420.5
2016,"Ushers, lobby attendants, & ticket takers",14176.5,12656.8
2016,Miscellaneous entertainment attendants & related workers,147275,161921
2016,"Morticians, undertakers, & funeral directors",90682.9,0
2016,Barbers,10075.9,1.34E-12
2016,"Hairdressers, hairstylists, & cosmetologists",29797.8,17916.9
2016,Miscellaneous personal appearance workers,23660.3,9614.52
2016,"Baggage porters, bellhops, & concierges",34908,18315.2
2016,Tour & travel guides,20686.5,14640
2016,Childcare workers,15841.5,7002.37
2016,Personal care aides,19455.2,5187.18
2016,Recreation & fitness workers,24415.6,10398.3
2016,Residential advisors,10075.9,2.99E-12
2016,Firstline supervisors of retail sales workers,87303.9,12493.5
2016,Firstline supervisors of nonretail sales workers,126935,17370.8
2016,Cashiers,25501.6,7056.8
2016,Counter & rental clerks,52952.1,18538.9
2016,Parts salespersons,14002,2676.45
2016,Retail salespersons,42525.9,7826.23
2016,Advertising sales agents,99055.9,40888.1
2016,Insurance sales agents,73726.6,15940.6
2016,"Securities, commodities, & financial services sales agents",194614,64604.9
2016,Travel agents,17505.6,6023.24
2016,"Sales representatives, services, all other",148069,28610.9
2016,"Sales representatives, wholesale & manufacturing",121532,21394.5
2016,"Models, demonstrators, & product promoters",61292.4,35176.3
2016,Real estate brokers & sales agents,95276.9,32351.1
2016,Sales engineers,174787,38393.5
2016,Telemarketers,14106.2,1.89E-12
2016,"Doortodoor sales workers, news & street vendors, & related workers",56840.5,56785.2
2016,Other Sales Workers,83359.8,36465.6
2016,Firstline supervisors of office & administrative support workers,81246.4,9222.25
2016,"Switchboard operators, including answering service",65493.2,1.17E-11
2016,Telephone operators,37204.3,51568.1
2016,Bill & account collectors,37204.7,3432.24
2016,Billing & posting clerks,48297.7,14100.4
2016,"Bookkeeping, accounting, & auditing clerks",36305.5,7102.14
2016,Payroll & timekeeping clerks,40139.2,12728.4
2016,Procurement clerks,48942.2,30204.6
2016,Tellers,22400.3,3016.69
2016,Other financial clerks,103488,52321.9
2016,Brokerage clerks,35970.9,0
2016,"Court, municipal, & license clerks",40158.7,34528.5
2016,"Credit authorizers, checkers, & clerks",83407.2,71097.4
2016,Customer service representatives,50278.2,6385.22
2016,"Eligibility interviewers, government programs",62115.6,10353.7
2016,File clerks,13730.3,10254.1
2016,"Hotel, motel, & resort desk clerks",14235.9,4674.52
2016,"Interviewers, except eligibility & loan",39352.4,18166.4
2016,"Library assistants, clerical",17348.6,3864.5
2016,Loan interviewers & clerks,51639.3,12485.2
2016,New accounts clerks,100759,1.07E-11
2016,"Human resources assistants, except payroll & timekeeping",45194.7,4040.36
2016,Receptionists & information clerks,24463.1,7320.25
2016,Reservation & transportation ticket agents & travel clerks,40791.8,10261.3
2016,"Information & record clerks, all other",67934.6,16117.3
2016,Cargo & freight agents,48250.2,13531.9
2016,Couriers & messengers,34199.6,10404.9
2016,Dispatchers,78772.5,43103.4
2016,"Meter readers, utilities",44333.9,4.64E-12
2016,Postal service clerks,40345.6,13204.8
2016,Postal service mail carriers,83051.6,58209
2016,"Postal service mail sorters, processors, & processing machine operators",75257.8,16494.8
2016,"Production, planning, & expediting clerks",80466.9,32550.8
2016,"Shipping, receiving, & traffic clerks",25826.3,4552.28
2016,Stock clerks & order fillers,26027.1,5018.81
2016,"Weighers, measurers, checkers, & samplers, recordkeeping",25189.7,4.01E-12
2016,Secretaries & administrative assistants,38431.7,6898.2
2016,Computer operators,61520,7859.84
2016,Data entry keyers,41683,11974.7
2016,Word processors & typists,43820.7,14742.9
2016,Insurance claims & policy processing clerks,36890.8,6746.01
2016,"Mail clerks & mail machine operators, except postal service",28180.6,33821.7
2016,"Office clerks, general",35821.4,6641.91
2016,"Office machine operators, except computer",16121.4,2.68E-12
2016,Proofreaders & copy markers,40303.5,4.64E-12
2016,Statistical assistants,68213.9,30220.9
2016,Logging workers,28020.5,6965.86
2016,Firstline supervisors of construction trades & extraction workers,81746.9,26527
2016,Carpenters,39126,12234
2016,"Carpet, floor, & tile installers & finishers",50379.4,9.27E-12
2016,"Cement masons, concrete finishers, & terrazzo workers",10075.9,9.46E-13
2016,Construction laborers,37925.3,14175.5
2016,Electricians,35282.3,11956.1
2016,Painters & paperhangers,72394.3,59028.4
2016,"Pipelayers, plumbers, pipefitters, & steamfitters",50273.4,10816.7
2016,Plasterers & stucco masons,79599.5,5.35E-12
2016,Roofers,22066.2,2.68E-12
2016,Sheet metal workers,50740.8,13908.3
2016,"Helpers, construction trades",4735.66,1.06E-12
2016,Elevator installers & repairers,161214,0
2016,Highway maintenance workers,26005.2,5734.36
2016,"Explosives workers, ordnance handling experts, & blasters",25189.7,3.54E-12
2016,Mining machine operators,22166.9,3.78E-12
2016,"Firstline supervisors of mechanics, installers, & repairers",78332.5,14143.1
2016,"Computer, automated teller, & office machine repairers",49362.9,5500.06
2016,Radio & telecommunications equipment installers & repairers,55055.5,8914.25
2016,Electronic home entertainment equipment installers & repairers,45543,21596
2016,Security & fire alarm systems installers,39134.4,12170.8
2016,Aircraft mechanics & service technicians,38000.5,9284.75
2016,Automotive body & related repairers,95720.9,1.51E-11
2016,Automotive service technicians & mechanics,46171.7,15221.4
2016,Bus & truck mechanics & diesel engine specialists,23436.7,8041.72
2016,Heavy vehicle & mobile equipment service technicians & mechanics,37890.2,4086.29
2016,"Heating, air conditioning, & refrigeration mechanics & installers",25412.5,15642.9
2016,Electrical powerline installers & repairers,114077,19678.5
2016,Telecommunications line installers & repairers,60739.6,9657.79
2016,Precision instrument & equipment repairers,86572,20941.8
2016,"Maintenance & repair workers, general",56415.2,14168.2
2016,"Coin, vending, & amusement machine servicers & repairers",19345.7,3.54E-12
2016,Locksmiths & safe repairers,32242.8,5.52E-12
2016,Firstline supervisors of production & operating workers,80010.5,19527.5
2016,"Aircraft structure, surfaces, rigging, & systems assemblers",63478,1.14E-11
2016,"Electrical, electronics, & electromechanical assemblers",25848.9,20407.8
2016,Miscellaneous assemblers & fabricators,36267.8,21213.9
2016,Bakers,35265.6,2.68E-12
2016,"Butchers & other meat, poultry, & fish processing workers",25131.1,15728.9
2016,Food batchmakers,20151.8,3.28E-12
2016,"Food processing workers, all other",24256.7,1648.21
2016,Computer control programmers & operators,47655.9,11442.1
2016,"Extruding & drawing machine setters, operators, & tenders, metal & plastic",42318.7,0
2016,"Machine tool cutting setters, operators, & tenders, metal & plastic",33855,0
2016,Machinists,59837.5,27493.3
2016,"Welding, soldering, & brazing workers",30618.6,12730.4
2016,Prepress technicians & workers,16606.7,4052.93
2016,Printing press operators,36531.1,9588.46
2016,Laundry & drycleaning workers,30227.6,7.57E-12
2016,"Tailors, dressmakers, & sewers",3620.68,1891.43
2016,"Textile knitting & weaving machine setters, operators, & tenders",9068.29,0
2016,"Sawing machine setters, operators, & tenders, wood",15113.8,2.99E-12
2016,"Power plant operators, distributors, & dispatchers",94477.9,41059.4
2016,Water & wastewater treatment plant & system operators,23691.4,14939.6
2016,Miscellaneous plant & system operators,95720.9,1.51E-11
2016,"Chemical processing machine setters, operators, & tenders",14106.2,2.12E-12
2016,"Crushing, grinding, polishing, mixing, & blending workers",27204.9,5.18E-12
2016,"Inspectors, testers, sorters, samplers, & weighers",57563.1,10454.1
2016,"Medical, dental, & ophthalmic laboratory technicians",14173.4,2325.09
2016,Packaging & filling machine operators & tenders,17069.6,11521.6
2016,Painting workers,118918,33611.4
2016,Photographic process workers & processing machine operators,62449.6,20767.9
2016,Etchers & engravers,29220.1,3.54E-12
2016,"Molders, shapers, & casters, except metal & plastic",41750.1,2335.36
2016,Supervisors of transportation & material moving workers,127743,81469.8
2016,Aircraft pilots & flight engineers,129575,33224.6
2016,Air traffic controllers & airfield operations specialists,109291,44823.4
2016,Flight attendants,29967.2,17528.8
